,H2O,MEF_0.5,MEF_1,MEF_1.5,MEF_2,MEF_2.5,MEF_3,MEF_3.5,MEF_4,MEF_4_prot_0.5,MEF_4_prot_1,MEF_4_prot_2,MEF_4_prot_3,MEF_4_prot_4,MEF_4_prot_5,MEF_4_prot_6,MEF_4_prot_8,MEF_4_prot_10,MEF_4_prot_12,MEF_4_prot_14,MEF_4_prot_16,MEF_4_prot_20,MEF_4_prot_24,MEF_4_prot_28,MEF_4_prot_32,MEF_4_prot_36,MEF_4_prot_40,MEF_4_prot_44,MEF_4_prot_48,MEF_4_prot_52,MEF_4_prot_56,MEF_4_prot_56
855,-0.00039053,-0.004411697,-0.004784584,-0.01635075,-0.01793098,-0.008618832,-0.007450104,-0.009222507,-0.007493019,-0.003204346,-0.01117277,-0.01389313,-0.01308393,-0.01493406,-0.01614046,-0.01551008,-0.01378345,-0.0153513,-0.01105118,-0.01705599,-0.01918983,-0.01670933,-0.01489449,-0.01803684,-0.01990938,-0.02411652,-0.02009392,-0.02137327,-0.02815008,-0.02115917,-0.02363396,-0.01999664
856,0.001104832,-0.00203228,-0.001552105,-0.002711773,-0.000716686,0.002567291,0.002819061,0.007241726,0.002712727,0.003266811,-0.001301765,0.001803875,0.001238346,-0.000199795,0.001304626,0.001392365,0.000683308,-0.000514031,0.000768662,-0.001163483,-0.00351572,-0.005723476,-0.001536846,-0.003628254,-0.007213116,-0.004671097,-0.002913475,-0.007133007,-0.009881973,-0.008496761,-0.006461143,-0.004179001
857,0.001208782,0.000300407,-0.001159668,-0.01150703,0.003002644,-0.000387192,0.004342556,0.002825737,-0.002687931,0.004342079,-0.002309322,0.003026009,-0.003749847,0.000450134,-0.008465767,-0.008983135,-0.006913185,-0.004389286,-0.009716511,-0.005507946,-0.01172161,-0.00785923,-0.01606846,-0.0148592,-0.02042913,-0.02210045,-0.01526833,-0.0200448,-0.02236271,-0.01621294,-0.01253223,-0.01749659
858,-0.005677223,-0.008488178,-0.01128101,-0.01955366,-0.01681376,-0.01128101,-0.01405621,-0.01128101,-0.01405621,-0.01405621,-0.01405621,-0.01681376,-0.02498245,-0.0222764,-0.0222764,-0.01955366,-0.01955366,-0.01955366,-0.01405621,-0.02767181,-0.01955366,-0.01681376,-0.02498245,-0.03564072,-0.03300047,-0.02767181,-0.02767181,-0.03564072,-0.03300047,-0.02767181,-0.03826475,-0.03564072
859,0.00672245,0.00371933,0.000885963,-0.000738144,0.002772808,0.009531021,0.003639221,0.005380154,3.86E-05,0.002096176,0.01102257,0.01460314,0.005576134,0.004862309,0.009533405,0.001055241,0.002779961,0.008023739,0.002700329,0.004745483,0.005588531,0.004664898,-0.002320766,-0.002163887,-0.005810738,-0.000333786,0.000584126,-0.002388,-0.009580612,-0.004869938,-0.002581596,-0.003582478
860,0.00278759,-0.005600929,0.001087189,-0.000119209,0.01316881,0.008028507,0.01007795,0.00526619,0.002379417,0.005625248,-0.001075268,0.008748055,0.001572609,0.000880241,-0.002757549,0.002240658,0.001504421,0.007240295,0.002919674,-0.007111549,0.001354694,-0.003271103,-0.01366425,-0.01775646,-0.009757996,-0.01689482,-0.01160479,-0.01652861,-0.01966906,-0.01416874,-0.01301765,-0.01350737
861,-0.007446289,-0.001676083,0.001440525,-0.001213551,0.007971287,0.001853943,0.006487846,0.001207352,-0.002267361,0.008359909,-0.003115177,0.00336504,-0.003615379,1.62E-05,-0.002783298,-0.01193094,0.000341415,-0.004052162,-0.005324841,-0.008259773,-0.009897709,-0.005247116,-0.01441717,-0.01626158,-0.003441811,-0.01913118,-0.007440567,-0.01259279,-0.0195117,-0.02276421,-0.007831573,-0.01640606
862,0.002645493,-0.01258707,-0.009599209,-0.006196976,-0.004436493,-0.003988743,-0.009101391,0.000447273,-0.002295494,-0.001526833,-0.006398201,0.001037121,-0.006221294,-0.000373364,-0.007517815,-0.01021385,-0.004122257,-0.007929325,0.002968788,-0.01003361,-0.007602692,-0.006436348,-0.007103443,-0.03211737,-0.01243353,-0.01465607,-0.01268625,-0.01615572,-0.02357531,-0.02092791,-0.02207661,-0.02230644
863,-0.001297474,0.001079559,-0.00274229,-0.004357815,0.002439976,0.005895138,0.000132084,-0.004095078,-0.000657558,0.003006458,-0.000759125,0.007292271,-0.00223732,0.001003742,-0.004143715,-0.004343987,-0.001963139,-0.001107216,0.002006531,-0.001587391,0.00259161,-0.009582043,-0.007070065,-0.009319305,-0.009379387,-0.008582592,-0.01198483,-0.01314449,-0.01043272,-0.007362366,-0.002949238,-0.0123601
864,7.92E-05,-0.0173192,-0.003555775,0.00014019,-0.01055431,-0.006980896,0.000221729,-0.003495216,-0.000189781,-0.000200748,3.91E-05,-0.01407909,-0.007266521,-0.0104351,-0.01424694,-0.003334522,-0.01054001,-0.01750183,-0.01724911,-0.01743984,-0.01743364,-0.01411343,-0.02454329,-0.03459024,-0.03425884,-0.03073692,-0.02423668,-0.03125095,-0.03152275,-0.02402067,-0.03754473,-0.02789068
865,0.008192062,0.01201725,0.000473023,0.005788803,1.00E-05,0.01147366,0.02417755,0.000770092,-0.003443241,0.01098728,0.006240368,0.009754658,-0.001018524,0.006996632,-0.01497221,0.004019737,0.009934425,-0.003407001,-0.002125263,-0.005862236,0.000458717,-0.01510143,-0.0164113,-0.0171175,-0.007092953,-0.004544735,-0.01680136,-0.02844715,-0.03168821,-0.008211136,-0.004671574,-0.02432394
866,0.01108551,-0.00709486,-0.000692368,0.002756596,-0.003964424,0.002060413,0.01019382,-0.00387907,0.005293369,0.01861715,5.77E-05,0.01214075,0.005456924,0.002572536,-0.01464272,-0.006670952,0.006707668,-0.00725174,-0.02087021,-0.01362371,-0.01468897,-0.01481533,-0.003826618,-0.01443005,-0.01320887,-0.01423454,-0.01820278,-0.02245569,-0.01620245,-0.0280714,-0.03072405,-0.02353239
867,-0.004631042,-0.004502296,-0.005628586,-0.01386929,-0.01220465,-0.006579876,-0.01335335,-0.003844738,-0.003907204,-0.008435249,-0.006465912,-0.006581783,-0.007719517,-0.007068157,-0.01046658,-0.006745815,-0.007471561,-0.007544518,-0.009476662,-0.007637024,-0.008326054,-0.009471416,-0.01811647,-0.01270151,-0.01313353,-0.01642036,-0.01191044,-0.01994038,-0.01370859,-0.01829863,-0.0165205,-0.01580191
868,0.009281635,-0.005547523,0.00065136,0.004629612,-0.001686573,0.005792618,-0.001164436,-0.002929211,-0.004594803,0.003125668,-0.001196384,-0.005288124,-0.001362324,-0.01548147,-0.009281158,-0.007696152,-0.001087189,-0.01338911,-0.02124596,-0.007955551,-0.0206399,-0.01686049,-0.009318352,-0.02070379,-0.02919102,-0.02145338,-0.02446222,-0.0238018,-0.02487946,-0.02827072,-0.02993727,-0.01345062
869,0.007086754,-0.000749588,-0.01490355,-0.0134325,-0.02420664,-0.004163265,-0.000238895,0.004075527,-0.000724793,0.004570007,0.009565353,-0.00060463,-0.01464176,-0.00559473,-0.000406742,-0.00975275,-0.005801201,-0.0111599,-0.0121913,-0.01480198,-0.00194931,-0.01598501,-0.02460337,-0.02494764,-0.02660894,-0.03577423,-0.02065706,-0.03976631,-0.02126122,-0.03979969,-0.01727486,-0.02932024
870,-0.01254845,-0.003496647,0.00761795,0.001316547,0.003856659,0.003917217,0.003011703,0.006179333,0.006431103,0.00919342,0.005907059,0.006670952,-0.005664825,-0.009428024,0.000489235,-0.00894022,0.003191948,0.000599384,0.003242493,-0.005772114,-0.003336906,-0.005998611,0.000765801,-0.01818514,-0.008590698,0.007578373,-0.005537033,-0.008556843,-0.005600452,-0.01167583,-0.009487629,-0.01166725
871,-0.009139538,-0.01756954,-0.005081177,-0.004620552,-0.01023769,-0.002492428,-0.009925842,-0.00985384,-0.00126791,-0.004562855,-0.008069992,-0.000690937,-0.004618645,-0.007128716,-0.009148121,-0.01030493,-0.0147109,-0.005363941,-0.01934004,-0.01627445,-0.01420546,-0.006054401,-0.01736116,-0.02304363,-0.01896095,-0.01615763,-0.01470184,-0.02892017,-0.02333117,-0.02047539,-0.01961327,-0.02501917
872,-0.01511097,-0.01959467,-0.00634861,-0.01703405,0.004798412,-0.008403778,-0.0015769,-0.0131731,0.004008293,0.008131504,-0.000422955,0.002866745,-0.00523138,-0.009205818,-0.01936722,-0.01204348,-0.00799942,-0.01272917,-0.01384211,-0.01481724,-0.02517414,-0.009582996,-0.01761246,-0.02551603,-0.02909613,-0.01833153,-0.02350378,-0.03520584,-0.03742313,-0.01654673,-0.02896833,-0.02954769
873,0.01235294,0.002790451,0.001868248,-0.003006458,-0.008403778,-0.001913071,0.008993626,0.000807285,0.000191212,0.000683308,-0.000439167,0.007994175,-0.01010895,-0.005917549,-0.004388332,-0.005824089,-0.004277706,-0.006705761,-0.007408142,-0.00463295,-0.01056814,-0.01658154,-0.01026154,-0.01143312,-0.01305008,-0.01823616,-0.00922966,-0.02349138,-0.02158451,-0.01544857,-0.01737022,-0.01664209
874,0.002662659,-0.01371622,-0.009212971,-0.0182929,-0.006034851,-0.007714272,-0.005552769,-0.006280899,-0.007316589,-0.01517773,-0.01391172,-0.005010128,-0.01124144,-0.007585526,-0.02151966,-0.006822109,-0.0206852,-0.01166201,-0.02150869,-0.01213741,-0.01490974,-0.01458883,-0.01008511,-0.02138138,-0.02083349,-0.02266788,-0.02493572,-0.03412914,-0.02026224,-0.01725864,-0.02923393,-0.02219439
875,0.01040411,-0.005496979,-0.004682064,-0.00784111,-0.004840851,-0.004663467,8.30E-05,-0.000400066,-9.92E-05,-0.000124455,-0.005017281,-0.01013994,-0.01400471,-0.007590771,-0.007108688,-0.01167536,-0.004863262,-0.006690025,-0.01000929,-0.01189184,-0.02420807,-0.009187222,-0.01630974,-0.01316071,-0.01924706,-0.01923752,-0.016541,-0.01714468,-0.02074718,-0.02054691,-0.01769543,-0.01583147
876,-0.004423618,-0.008425713,-0.008297443,-0.01252079,0.000363827,-0.007547379,-0.007851124,-0.000490189,-0.004366398,-0.01152897,-0.007746696,0.000505924,-0.01480389,0.000207424,-0.01974344,-0.007648468,-0.02063417,-0.01976442,-0.01233292,-0.01182604,-0.01101446,-0.02412796,-0.02401781,-0.04203463,-0.02010965,-0.0236001,-0.03047085,-0.03142071,-0.03185797,-0.03921127,-0.02490568,-0.03435516
877,0.005383968,0.000909805,-0.005623817,-0.008770943,-0.000669479,0.005967617,0.0053792,-0.001790047,-0.002767086,0.008431911,0.000230312,0.000130177,-6.77E-05,-0.004601955,-9.06E-05,-0.007306099,-0.01182795,-0.005403996,-0.008770943,-0.01195526,-0.007120132,-0.01020718,-0.01245689,-0.007442951,-0.01350927,-0.01102114,-0.000605106,-0.01055479,-0.01785326,-0.01822424,-0.0184164,-0.003458977
878,0.000137329,0.000893116,-0.001821518,0.002814293,-0.001824856,0.001844883,0.001666069,0.002572536,0.002163887,0.00014019,-0.000458717,0.002353191,-0.00450325,-0.001206875,0.001320839,-0.002563477,-0.004493713,-0.004076958,-0.002948284,-0.00817585,-0.008013248,0.001717091,-0.004499912,-0.01301289,-0.006068707,-0.004927635,-0.00835228,-0.01082039,-0.006500721,-0.008086205,-0.002130985,-0.01156044
879,0.002589703,-0.003613472,-0.000186443,-0.005125999,-0.004347324,-0.001148701,-0.000426769,0.001473427,0.002248764,-0.002719879,0.000105381,-0.000267983,0.00138855,-0.005381584,-0.003136158,-0.00323391,-0.002668858,-0.00399828,-0.006319046,-0.01055336,-0.006686211,-0.005530357,-0.00751543,-0.009532928,-0.01135921,-0.008229733,-0.0109148,-0.009879112,-0.01263237,-0.01228523,-0.009418488,-0.01172972
880,-0.002016068,-0.01432085,-0.0128932,-0.01750708,-0.01781559,-0.01238203,-0.009465694,-0.01206923,-0.01527929,-0.01355028,-0.01636267,-0.01539993,-0.0173254,-0.01474571,-0.02199316,-0.01906061,-0.006995678,-0.01899195,-0.02120876,-0.01731586,-0.02553654,-0.02080154,-0.02277851,-0.03018188,-0.02192593,-0.02422094,-0.01499701,-0.02723408,-0.02078152,-0.02311707,-0.0251255,-0.02968645
881,0.009732246,-0.006506443,0.009695053,-0.003279686,-0.00954628,-0.009678364,-0.003321648,0.003276348,-0.003369808,-0.006589413,-0.0158515,-0.003441811,-0.01604652,-0.003414631,-0.003339291,-0.01582003,-0.01274109,-0.01580334,-0.01280355,-0.01261711,-0.006490707,-0.006462574,-0.0251317,-0.02492476,-0.02501392,-0.02206564,-0.02484274,-0.03090763,-0.0340333,-0.02179098,-0.01869011,-0.02501678
882,-2.38E-06,-0.01185989,-0.01311302,-0.01219797,-0.02200937,-0.005650997,-0.007865906,-0.0229187,-0.006767273,-0.001852989,-0.01599026,-0.002192497,-0.007480145,-0.003018856,-0.0185976,-0.02159119,-0.006025314,-0.02086639,-0.01763248,-0.02117443,-0.02252674,-0.01755285,-0.02211475,-0.04055357,-0.02602243,-0.02227736,-0.03007078,-0.04584074,-0.02538204,-0.04093885,-0.04595375,-0.03712416
883,0.004475594,-0.012918,-0.007475376,-0.01198053,-0.01248407,-0.008791447,-0.01199722,-0.00744009,-0.01065302,-0.01322603,-0.01238918,-0.01308727,-0.02606535,-0.01742315,-0.01831484,-0.01781082,-0.01411867,-0.01194286,-0.01929283,-0.01686907,-0.01831102,-0.01850414,-0.02569294,-0.01659203,-0.0203867,-0.02651596,-0.02430725,-0.02907228,-0.0249939,-0.0261631,-0.01893568,-0.03064156
884,-0.004617691,-0.01530123,-0.008009911,-0.01275063,-0.008043766,-0.009766579,-0.006874084,-0.00717926,-0.01098537,-0.01435852,-0.01667023,-0.005730152,-0.009934425,-0.006840706,-0.01018047,-0.005603313,-0.01405859,-0.01509094,-0.01402378,-0.02163553,-0.01660681,-0.02013588,-0.02406502,-0.02140331,-0.02570486,-0.0258708,-0.01953411,-0.02620173,-0.02812386,-0.02686834,-0.03164291,-0.03073406
885,0.001693249,-0.000667095,-0.006602764,-0.006712914,-0.000141144,-0.00202322,0.002202988,-0.001645565,-0.005968094,-0.00605154,-0.004598618,0.000574112,-0.003854752,-0.001698017,-0.005096436,-0.006374359,-0.007424355,-0.0038414,-0.002883434,-0.01395512,-0.01006365,-0.01151848,-0.01534367,-0.009667873,-0.0109334,-0.01337433,-0.003017902,-0.01022148,-0.0127039,-0.005907536,-0.01314688,-0.01327705
886,0.008938313,-0.01706028,-0.0102067,-0.01323891,-0.009305477,-0.004958153,-0.007705212,-0.00904417,-0.01246595,-0.001243591,-0.007609367,-0.006862164,-0.009986877,-0.01230288,-0.01853228,-0.01273394,-0.02070856,-0.01840544,-0.01671505,-0.01018047,-0.02413368,-0.01579762,-0.01741648,-0.0254035,-0.02383614,-0.0172739,-0.03019667,-0.03030109,-0.03275013,-0.02694368,-0.02727556,-0.02231073
887,-0.000242233,-0.007531166,-0.00806284,-0.003959656,-0.007759094,0.000582218,0.01353979,-0.007595062,-0.01194429,-0.008071423,0.000123978,-0.008003235,-0.01193333,-0.00782299,-0.003684044,-0.02033377,-0.007289886,0.000747204,-0.0159297,-0.01640034,-0.007678509,-0.007803917,-0.02000666,-0.01162243,-0.02764082,-0.02485132,-0.02382708,-0.01519728,-0.02397728,-0.0238862,-0.02040148,-0.02452326
888,2.38E-06,-0.002575874,-0.004497051,-0.007357121,0.00246048,0.004453182,-0.00112009,0.005247593,-0.00130415,0.009257317,-0.001955032,-0.006608486,0.00230217,-0.000854492,-0.00947094,-0.002807617,0.004964352,-0.001926422,-0.004511833,-0.002169132,0.001903534,-0.006511688,-0.005221844,-0.01071978,-0.005764484,-0.02241659,-0.0115757,-0.005898952,-0.01841307,-0.01722479,-0.02365446,-0.02545071
889,-0.007801533,-0.01657629,-0.003819942,-0.009105206,-0.000174999,0.002608299,-0.01055193,-0.007848263,-0.001646042,0.003007412,-0.000428677,-0.006298065,-0.01502562,-0.009097099,-0.01353073,-0.01659489,-0.007759094,-0.0191474,-0.008394718,-0.01447487,-0.003162861,-0.01829004,-0.01834965,-0.02735949,-0.0379591,-0.02004862,-0.02530432,-0.03401709,-0.02829123,-0.03255987,-0.02636576,-0.03542471
890,0.01454973,0.000629425,-0.009350777,0.01044941,0.0134511,0.012321,-0.002681732,0.00656414,0.007343769,0.008255959,0.005849838,0.005735874,0.002820969,0.003664017,0.00443697,0.000199795,0.006635666,0.001761436,4.05E-05,0.004379272,-0.0146327,-0.003464222,-0.005950451,-0.01045322,-0.01536179,-0.01244354,-0.006710529,-0.02411175,-0.01530838,-0.02415323,-0.02111816,-0.01402617
891,0.009942532,-0.002196312,-0.003901958,-0.009570122,-0.007819176,-0.007004261,-0.01224947,-0.01403761,-0.01103973,-0.01151657,-0.01095581,-0.01858425,-0.01857948,-0.01140976,-0.01205873,-0.01505899,-0.01416492,-0.01806593,-0.01627445,-0.02195311,-0.02257347,-0.01888037,-0.02374458,-0.02147388,-0.02899075,-0.01771879,-0.02588224,-0.02985954,-0.03069496,-0.03074074,-0.03254128,-0.02562714
892,-0.004292488,-0.01826382,-0.02170753,-0.008000851,-0.01534128,-0.01147366,-0.000661373,-0.01250172,-0.008118629,-0.000862122,-0.00125742,-0.00724268,-0.02231693,-0.0117774,-0.01097345,-0.000666142,-0.01233149,-0.008552551,-0.01567221,-0.001117229,-0.01928663,-0.01827097,-0.01095819,-0.02251959,-0.01957607,-0.02941179,-0.02246284,-0.0361042,-0.04349852,-0.02611303,-0.03045416,-0.02963066
893,0.00920248,-0.005610466,-0.002592087,-0.01870346,-0.00338316,-0.003884315,-0.000462055,0.009840965,-0.006192684,-0.004888058,0.003584862,-0.01891661,-0.02406597,-0.008975983,-0.02459049,-0.01364279,-0.000792503,-0.01360512,-0.005189419,-0.01863337,-0.0144887,-0.0283227,-0.03298044,-0.02191305,-0.01732922,-0.01535463,-0.0348382,-0.0275979,-0.03314543,-0.0214982,-0.01289797,-0.02996492
894,-0.006228924,-0.005049229,-0.01740074,-0.0278697,-0.008656025,-0.01480103,-0.007124424,-0.00122261,-0.02109289,-0.005233765,-0.007145405,0.007187843,-0.007796764,-0.01467037,-0.01859045,-0.01797676,-0.02432013,-0.01372671,-0.01768064,-0.01898813,-0.03057671,-0.02451754,-0.02231646,-0.03368759,-0.02723742,-0.01861238,-0.03969765,-0.027771,-0.041502,-0.0357976,-0.03234434,-0.04459238
895,-0.006904602,-0.01736116,-0.0119133,-0.0203023,-0.005534649,-0.01312971,-0.002445221,-0.003206253,-0.001416683,0.002043247,-0.00590229,-0.008295536,-0.005027771,-0.008250237,-0.01933765,-0.01831532,-0.01323414,-0.009345055,-0.002356529,-0.01809216,-0.01780605,-0.02590799,-0.02278376,-0.01646328,-0.01599789,-0.01761627,-0.02269888,-0.03122234,-0.02785301,-0.02789021,-0.02349663,-0.03235769
896,0.004568577,0.002085209,0.003522396,-0.003290653,-0.002028942,0.01540279,0.008182526,0.007287025,0.003642082,0.007340431,0.00587368,0.005355835,-0.00067234,-0.003376007,-0.003658295,0.007763863,-0.004392624,0.00235033,0.004343987,0.003256798,-0.00858736,-0.003509045,0.003064632,-0.007717133,-0.00440979,-0.008244514,-0.003918648,-0.01216698,-0.009845734,-0.01382399,-0.01464748,-0.01350927
897,-0.01616192,-0.01635027,-0.01314449,-0.01230431,-0.008767128,-0.01068783,0.000513077,-0.0115447,0.003588676,-0.007790089,-0.0186801,-0.01120758,-0.008741379,-0.01592588,-0.02072334,-0.02734804,-0.01291561,-0.01874161,-0.02236843,-0.01488018,-0.007241249,-0.02686834,-0.02775621,-0.03245974,-0.02857971,-0.03619099,-0.03515148,-0.03386545,-0.04291105,-0.03467512,-0.02360821,-0.05002213
898,5.58E-05,-0.007284164,-0.004043102,-0.003889084,-0.01098728,0.003599644,-0.000175476,-0.003522396,-0.000892162,0.000156403,-0.01065636,-0.003424168,-0.004007816,-0.006684303,-0.01070976,0.003709316,-0.01442575,-0.01033401,-0.01740694,-0.003378868,-0.02125216,-0.02763414,-0.007175446,-0.0137825,-0.0177412,-0.0176363,-0.01381779,-0.03375626,-0.02083778,-0.03403854,-0.03069687,-0.03053808
899,-0.01299572,-0.016325,-0.01966858,-0.02389812,-0.02216291,-0.01384401,-0.001020432,-0.005132198,-0.01924276,0.001331329,-0.02165747,-0.000452042,-0.02362204,0.001700878,-0.02251387,-0.01497555,-0.02616692,-0.01034069,-0.02124548,-0.01371765,-0.02522993,-0.03441095,-0.0329957,-0.02598333,-0.04585791,-0.03689528,-0.04230452,-0.0286088,-0.05004978,-0.03470612,-0.02435732,-0.04616547
900,-0.006595612,0.006903648,0.001630306,-0.005776882,-0.01220608,-0.00272274,0.004219055,0.006182671,0.01258898,0.001009464,0.00724268,-0.000181675,-0.007015705,-0.01110935,-0.01222038,-0.000127316,-0.007514954,-0.006085873,-0.004325867,-0.01125145,-0.008208275,-0.01838875,-0.01925659,-0.02350187,-0.01889896,-0.01127338,-0.03259802,-0.02805138,-0.02703905,-0.02479315,-0.03244019,-0.03496361
901,0.003057003,0.006820202,0.003565788,-0.006356716,-0.007303715,0.005922318,0.01012039,0.001580715,-0.00036478,0.00333643,-0.002587795,-0.002174377,-0.01180601,-0.01141834,-0.007546902,8.20E-05,-0.007256985,-0.006193638,-0.008414268,-0.006746292,-0.006099224,-0.00797987,-0.0143218,-0.006299019,-0.01367712,-0.01421165,-0.0112524,-0.01272392,-0.02132893,-0.01736069,-0.01465082,-0.0240798
902,0.007182598,-0.003800869,-0.002748966,0.001998425,0.004848957,-0.003773689,-0.004111767,-0.000894547,0.00431776,-0.006403923,-0.009311199,0.005079269,0.00772047,0.001574039,-0.01040506,0.001676559,0.01001549,0.003640652,-0.001237869,-0.02538872,-0.01461029,-0.01964712,-0.02204704,-0.04029894,-0.01841116,-0.01798201,-0.020329,-0.0250144,-0.03327656,-0.02664757,-0.03449965,-0.03577757
903,0.006001949,-0.01741362,-0.01204872,-0.01116085,-0.01647282,0.005201817,-0.006582737,-0.016891,-0.01678848,-0.01181078,-0.01146412,-0.01135159,-0.02185965,-0.000206947,-0.01741886,-0.02777863,-0.02721453,-0.01650953,-0.02239895,-0.03926802,-0.03362417,-0.0285449,-0.02279472,-0.01843071,-0.03332996,-0.04444456,-0.04923677,-0.03887272,-0.0339942,-0.02842045,-0.03388691,-0.0495429
904,-0.006483078,-0.00418663,-0.00123167,-0.006226063,-0.009758472,0.000519276,0.004903793,-0.004778862,-0.002096176,0.000179768,-0.005198479,-0.002638817,-0.005271435,-0.001847744,-0.006188869,-0.008738995,-0.007663727,-0.006924152,-0.006165028,-0.004863739,-0.008319378,-0.009130478,-0.01763058,-0.0133729,-0.01507616,-0.001886845,-0.007092953,-0.02000618,-0.0120163,-0.01824856,-0.02620411,-0.01630449
905,0.004769802,-0.01568937,-0.01526356,-0.01163292,-0.007400513,-0.009967804,-0.004134655,-0.009516716,-0.007052898,-0.001802921,-0.003996372,-0.006419659,-0.01035786,-0.01503658,-0.01779699,-0.008807182,-0.01677895,-0.008052349,-0.0239892,-0.01632547,-0.02502823,-0.01616526,-0.01775408,-0.02147675,-0.02481461,-0.01915455,-0.02516651,-0.02860022,-0.03123331,-0.03404999,-0.03334141,-0.03138876
906,0.01065683,-0.004702091,-0.005517483,0.0026474,0.003437996,0.01233768,0.00094986,0.007816315,0.0124979,0.01725531,0.01191664,0.00947094,0.003361702,0.006801128,0.003945827,0.01556826,0.007356167,-0.007527351,-0.01167011,0.000792503,-0.004173756,-0.01083946,-0.01446486,-0.02007055,-0.008435726,-0.01110411,-0.01817751,-0.02536154,-0.01340675,-0.02658129,-0.02450275,-0.02198124
907,-0.004905224,-0.01350069,-0.02551365,-0.02075243,0.004617214,-0.007718086,-0.006989479,-0.00696373,-0.005616188,-0.009460926,-0.02868032,-0.01047277,-0.01278687,-0.02253437,-0.01089048,-0.01978827,-0.019104,-0.03084898,-0.0264473,-0.0427537,-0.02903557,-0.03297234,-0.02024031,-0.03911066,-0.03704596,-0.02409554,-0.03979683,-0.04914427,-0.03889894,-0.0462265,-0.04008055,-0.04165173
908,-0.02478886,0.000623703,-0.007065773,0.01686621,0.01676035,0.0151968,-0.000156403,-0.003157616,0.01576424,0.003880024,0.007581234,0.003324032,-0.008120537,0.009996414,0.01015234,0.01142836,0.002941132,-0.009376526,-0.02536964,0.003780365,-0.009705544,-0.008396626,-0.01907301,-0.03617287,-0.02713871,-0.02953243,-0.01451302,-0.02819252,-0.02628708,-0.03757,-0.03772545,-0.03093529
909,0.000915051,-0.01946068,-0.01874971,-0.0141139,0.01270247,0.01939154,0.000721455,0.006165028,0.01309061,5.77E-05,-0.000567913,0.006459236,0.007585526,-0.01353407,-0.00792408,-0.0193615,-0.007253647,-0.01325607,-0.01849031,-0.03824234,-0.01372862,-0.01377439,-0.01313972,-0.03019714,-0.01293039,-0.03159094,-0.02599478,-0.01353598,-0.03866148,-0.03789473,-0.03199291,-0.04384184
910,-0.009478569,0.000721932,0.00806427,-0.007932186,-0.003614902,-0.00300169,0.004368305,-0.005158424,0.005547523,0.008280277,0.001020432,0.0033741,0.01207304,0.003667831,-0.007102013,0.004956722,-0.007294178,-0.006827831,-0.002197742,0.003108501,-0.01660728,-0.01359749,-0.0226264,0.001996517,-0.01726103,-0.01966286,-0.01761484,-0.02523422,-0.02811289,-0.0245223,-0.02943802,-0.02021646
911,-0.000484943,-0.01128149,-0.01438284,-0.02344036,-0.00371027,-0.00290823,-0.01481342,-0.009679794,-0.008252621,-0.008163929,-0.02860498,0.002542496,-0.001245022,-0.01462364,-0.01206493,-0.009486675,-0.01451111,-0.01469612,-0.01724386,-0.02261209,-0.02514648,-0.01478767,-0.02598667,-0.03023577,-0.02492523,-0.0230794,-0.03006601,-0.02525902,-0.03359413,-0.03308201,-0.03181219,-0.03969955
912,-0.0112505,-0.03070068,-0.02327824,-0.02264643,-0.009972572,-0.02788115,-0.01611137,-0.01470232,-0.02212572,-0.02337599,-0.02410126,-0.01726007,-0.01917982,-0.01775169,-0.04630423,-0.02457333,-0.02642536,-0.02606535,-0.03222704,-0.02618408,-0.01748371,-0.03273106,-0.04204369,-0.03761673,-0.03608894,-0.0481596,-0.04074717,-0.0434494,-0.05616379,-0.04844189,-0.05043459,-0.05783987
913,0.01474619,0.04052877,0.006058693,-0.003546715,0.007918358,0.01231098,0.03342104,0.0179472,0.006130695,0.003570557,-0.001588345,0.02330017,-0.003753185,-0.001736641,0.01357365,0.01163101,-0.003106594,-0.004040718,-0.03077412,-0.0225749,0.007627964,-0.01943398,-0.01441097,-0.02746391,-0.028687,-0.03181076,-0.02106905,-0.05164671,-0.03863907,-0.05194616,-0.03795624,-0.03668308
914,-0.01959562,-0.01316166,-0.01959562,-0.006630898,-0.01959562,-0.006630898,-0.01316166,-0.01316166,-0.01959562,0.006732941,-0.006630898,-0.01316166,-0.006630898,-0.01316166,-0.03218508,-0.02593613,-0.01959562,-0.01316166,-0.006630898,-0.006630898,-0.01316166,-0.02593613,-0.01959562,-0.03218508,-0.02593613,-0.02593613,-0.03218508,-0.03834534,-0.03834534,-0.04441929,-0.03218508,-0.05631876
915,-0.008675575,-0.02002239,-0.01340389,-0.006668091,-0.003073692,-0.005074501,-0.005908489,0.000872612,-0.003082752,-0.004477501,-0.004340649,-0.007433891,-0.01108932,-0.008859158,-0.01535511,-0.02300119,-0.003970146,-0.01429939,-0.02043915,-0.03525019,-0.02279472,-0.01243353,-0.023283,-0.01259708,-0.03428602,-0.03186035,-0.01611614,-0.02352333,-0.03175497,-0.02227688,-0.01541901,-0.03597403
916,-0.01010275,-0.004961014,-0.009542465,0.006718636,-0.002674103,-0.003595829,0.004074574,-0.00116396,-0.001901627,0.007168293,-0.004921436,-0.004840851,-0.01439238,-0.008862019,-0.006763458,-0.001328468,-0.006167412,-0.009599686,-0.01527214,-0.01600695,-0.01009417,-0.008503914,-0.01246071,-0.01304102,-0.02786446,-0.01972485,-0.008486748,-0.02261591,-0.02101088,-0.01839113,-0.01853228,-0.03316021
